@class,id,subsite,node,sensor,method,stream,beginDT,endDT,annotation,exclusionFlag,source,qcFlag,parameters
.AnnotationRecord,1357,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2016-09-14 08:20:00+00:00,2016-09-14 22:00:00+00:00,"Data values are within plausible ranges, but lower than usual values during this time period make the data suspect.",False,friedrich.knuth@rutgers.edu,suspect,[3777]
.AnnotationRecord,3993,RS03AXPS,PC03A,4B-PHSENA302,,,2016-11-07 03:00:00+00:00,2016-11-12 03:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4013,RS03AXPS,SF03A,4F-PCO2WA301,,,2016-11-25 08:43:17+00:00,2016-12-01 06:43:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,3994,RS03AXPS,PC03A,4B-PHSENA302,,,2016-12-22 03:00:00+00:00,2016-12-23 12:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,3995,RS03AXPS,PC03A,4B-PHSENA302,,,2017-01-02 15:00:00+00:00,2017-01-09 06:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,1360,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2017-01-11 19:46:39+00:00,2017-01-12 17:00:00+00:00,"Data values are within plausible ranges, but lower than usual values during this time period make the data suspect.",False,friedrich.knuth@rutgers.edu,suspect,[3777]
.AnnotationRecord,1358,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2017-01-11 21:41:00+00:00,2017-01-12 10:13:00+00:00,"Data values are within plausible ranges, but lower than usual values during this time period make the data suspect.",False,friedrich.knuth@rutgers.edu,suspect,[3777]
.AnnotationRecord,1359,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2017-01-12 13:00:00+00:00,2017-01-12 17:00:00+00:00,"Data values are within plausible ranges, but lower than usual L0 conductivity values from the CTD throughout the entire water column during this time period make the values suspect.",False,knuth@marine.rutgers.edu,suspect,"[3777, 194, 5, 13, 910]"
.AnnotationRecord,1340,RS03AXPS,SF03A,2D-PHSENA301,streamed,phsen_data_record,2017-01-12 13:00:00+00:00,2017-01-12 17:00:00+00:00,"Data values are within plausible ranges, but lower than usual L0 conductivity values from the CTD throughout the entire water column during this time period make the values suspect.",False,knuth@marine.rutgers.edu,suspect,[939]
.AnnotationRecord,1343,RS03AXPS,SF03A,4A-NUTNRA301,streamed,nutnr_a_sample,2017-01-12 13:00:00+00:00,2017-01-12 17:00:00+00:00,"Data values are within plausible ranges, but lower than usual L0 conductivity values from the CTD throughout the entire water column during this time period make the values suspect.",False,knuth@marine.rutgers.edu,suspect,[18]
.AnnotationRecord,1342,RS03AXPS,SF03A,3B-OPTAAD301,streamed,optaa_sample,2017-01-12 13:00:00+00:00,2017-01-12 17:00:00+00:00,"Data values are within plausible ranges, but lower than usual L0 conductivity values from the CTD throughout the entire water column during this time period make the values suspect.",False,knuth@marine.rutgers.edu,suspect,"[19, 20]"
.AnnotationRecord,1341,RS03AXPS,SF03A,3A-FLORTD301,streamed,flort_d_data_record,2017-01-12 13:00:00+00:00,2017-01-12 17:00:00+00:00,"Data values are within plausible ranges, but lower than usual L0 conductivity values from the CTD throughout the entire water column during this time period make the values suspect.",False,knuth@marine.rutgers.edu,suspect,"[21, 25]"
.AnnotationRecord,1361,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2017-01-13 08:13:12+00:00,2017-01-13 21:32:44+00:00,"Data values are within plausible ranges, but lower than usual values during this time period make the data suspect.",False,friedrich.knuth@rutgers.edu,suspect,[3777]
.AnnotationRecord,3996,RS03AXPS,PC03A,4B-PHSENA302,,,2017-02-15 18:00:00+00:00,2017-02-16 21:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,3764,RS03AXPS,PC03A,4B-PHSENA302,,,2017-03-02 06:00:00+00:00,2017-08-02 18:00:00+00:00,"Occasional ground faults (from 130 to >200) began to be detected in late 2016. Ground faults continued to fluctuate until 2017-05-06, when we started seeing sporadic data output. HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.",False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4351,RS03AXPS,PC03A,4A-CTDPFA303,streamed,ctdpf_optode_sample,2017-07-31 04:00:00+00:00,2021-08-03 01:26:00+00:00,"Analog output from the optodes is produced by using a digital to analog converter (DAC). DAC configuration was initially only done at power up or reset, but firmware version 4.6.4 began updating configuration each time the analog output value was updated to ensure long-term continuous operation. Unfortunately, this also produced a voltage jump, creating erratic noise in the output data. The firmware has been corrected, but only the onboard-calculated Stern-Volmer values [DO from Onboard Calculation (L1 product; 'ctd_tc_oxygen') and DO from Onboard Calculation - Corrected (L2 product; 'dissolved_oxygen')] should be used during this annotated time range, NOT the 'DO from Phase' data which contain the noisy analog signal.",False,m.vardaro@gmail.com,suspect,"[8109, 8110]"
.AnnotationRecord,4346,RS03AXPS,PC03A,4A-DOSTAD303,streamed,do_stable_sample,2017-07-31 04:00:00+00:00,2021-08-03 01:26:00+00:00,"Analog output from the optodes is produced by using a digital to analog converter (DAC). DAC configuration was initially only done at power up or reset, but firmware version 4.6.4 began updating configuration each time the analog output value was updated to ensure long-term continuous operation. Unfortunately, this also produced a voltage jump, creating erratic noise in the output data. The firmware has been corrected, but only the onboard-calculated Stern-Volmer values [DO from Onboard Calculation (L1 product; 'ctd_tc_oxygen') and DO from Onboard Calculation - Corrected (L2 product; 'dissolved_oxygen')] should be used during this annotated time range, NOT the 'DO from Phase' data which contain the noisy analog signal.",False,m.vardaro@gmail.com,suspect,"[8107, 8108]"
.AnnotationRecord,4008,RS03AXPS,SF03A,2D-PHSENA301,,,2017-08-05 08:55:22+00:00,2017-08-06 20:08:33+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,3997,RS03AXPS,PC03A,4B-PHSENA302,,,2018-03-11 00:00:00+00:00,2018-03-12 15:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4009,RS03AXPS,SF03A,2D-PHSENA301,,,2018-03-20 22:57:04+00:00,2018-03-29 22:28:56+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4014,RS03AXPS,SF03A,4F-PCO2WA301,,,2019-06-16 15:21:19+00:00,2019-06-23 06:53:03+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,3998,RS03AXPS,PC03A,4B-PHSENA302,,,2020-03-27 06:00:00+00:00,2020-03-29 00:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4015,RS03AXPS,SF03A,4F-PCO2WA301,,,2020-05-02 20:15:45+00:00,2020-06-01 22:27:34+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,3999,RS03AXPS,PC03A,4B-PHSENA302,,,2020-05-09 09:00:00+00:00,2020-06-01 21:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4016,RS03AXPS,SF03A,4F-PCO2WA301,,,2020-06-06 22:56:40+00:00,2020-08-04 15:35:29+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4010,RS03AXPS,SF03A,2D-PHSENA301,,,2020-06-14 10:22:55+00:00,2020-08-04 17:46:57+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4000,RS03AXPS,PC03A,4B-PHSENA302,,,2020-10-14 03:00:00+00:00,2021-08-14 15:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,2658,RS03AXPS,SF03A,4A-NUTNRA301,streamed,nutnr_a_sample,2021-01-28 21:00:00+00:00,2021-01-29 08:47:00+00:00,Instrument missed a profile during the night and was receiving unusable data until it was rebooted,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4017,RS03AXPS,SF03A,4F-PCO2WA301,,,2021-06-23 23:17:52+00:00,2021-08-02 22:42:51+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4001,RS03AXPS,PC03A,4B-PHSENA302,,,2021-09-04 00:00:00+00:00,2021-09-09 12:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4002,RS03AXPS,PC03A,4B-PHSENA302,,,2021-09-10 18:00:00+00:00,2021-09-13 06:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4711,RS03AXPS,PC03A,4B-PHSENA302,,,2022-04-12 19:00:00+00:00,2022-04-17 15:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4712,RS03AXPS,PC03A,4B-PHSENA302,,,2022-11-04 18:00:00+00:00,2022-11-06 05:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,4710,RS03AXPS,PC03A,4B-PHSENA302,,,2023-03-28 11:00:00+00:00,2023-06-18 06:26:11+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,5376,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2023-12-15 00:15:00+00:00,2024-01-29 23:55:00+00:00,"Oxygen values on the Axial Base Shallow Profiler pod have been steadily increasing to unrealistic levels since the power was restored following the system-wide power outage on 26 Nov 2023. Investigation is ongoing to determine whether the aberration is due to biofouling, sensor failure, or power issues, but oxygen data from this instrument should be considered suspect.",False,m.vardaro@gmail.com,suspect,[8111]
.AnnotationRecord,5375,RS03AXPS,SF03A,2A-DOFSTA302,streamed,,2023-12-15 00:15:00+00:00,2024-01-29 23:55:00+00:00,"Oxygen values on the Axial Base Shallow Profiler pod have been steadily increasing to unrealistic levels since the power was restored following the system-wide power outage on 26 Nov 2023. Investigation is ongoing to determine whether the aberration is due to biofouling, sensor failure, or power issues, but oxygen data from this instrument should be considered suspect.",False,m.vardaro@gmail.com,suspect,[]
.AnnotationRecord,5409,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2024-01-29 23:55:00+00:00,2024-08-11 15:42:00+00:00,"The unrealistic oxygen values on the Axial Base Shallow Profiler pod eventually maxed out and then suddenly dropped to flatline at negative values. Investigation is ongoing, but it appears that the oxygen sensor has failed, possibly due to a ruptured membrane.",False,wruef@uw.edu,suspect,[8111]
.AnnotationRecord,5473,RS03AXPS,PC03A,4B-PHSENA302,,,2024-03-19 02:00:00+00:00,2025-08-06 18:30:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,5722,RS03AXPS,SF03A,2D-PHSENA301,,,2024-06-26 22:46:02+00:00,2024-08-12 02:34:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[]
.AnnotationRecord,6636,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2025-08-08 15:40:00+00:00,,Calibration CTD cast and discrete sample verification data indicate that oxygen values recorded by this sensor are anomalously low for this deployment. Use O2 data with caution.,False,m.vardaro@gmail.com,suspect,[8111]
.AnnotationRecord,6637,RS03AXPS,SF03A,2A-DOFSTA302,streamed,,2025-08-08 15:40:00+00:00,,Calibration CTD cast and discrete sample verification data indicate that oxygen values recorded by this sensor are anomalously low for this deployment. Use O2 data with caution.,False,m.vardaro@gmail.com,suspect,[]
.AnnotationRecord,6611,RS03AXPS,SF03A,2D-PHSENA301,streamed,,2025-10-20 22:13:00+00:00,2025-10-25 22:00:00+00:00,HITL review and automated quality assessments found unusually noisy data during this time period. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,suspect,[]
.AnnotationRecord,6843,RS03AXPS,PC03A,4A-CTDPFA303,streamed,ctdpf_optode_sample,2026-04-24 11:40:49+00:00,2026-04-24 22:13:07+00:00,"HITL review showed a sudden and persistent drop in conductivity values that could be due to a clogged conductivity cell. Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution during this time period.",False,m.vardaro@gmail.com,suspect,"[194, 5, 13, 910]"
