@class,id,subsite,node,sensor,method,stream,beginDT,endDT,annotation,exclusionFlag,source,qcFlag,parameters,parameters_affected,reasoning
.AnnotationRecord,1354,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2016-06-10 17:47:00+00:00,2016-06-12 14:01:00+00:00,"Data values are within plausible ranges, but lower than usual values during this time period make the data suspect.",False,friedrich.knuth@rutgers.edu,suspect,[3777],"['sea_water_temperature', 'sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']","Values are within plausible ranges but lower than usual, making the data suspect (qcFlag suspect)."
.AnnotationRecord,1355,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2016-07-07 22:49:31+00:00,2016-07-09 15:29:12+00:00,"Data values are within plausible ranges, but lower than usual values during this time period make the data suspect.",False,friedrich.knuth@rutgers.edu,suspect,[3777],"['sea_water_temperature', 'sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']","Values are within plausible ranges but lower than usual, making the data suspect (qcFlag suspect)."
.AnnotationRecord,4006,RS03AXPS,SF03A,2D-PHSENA301,,,2016-07-19 01:00:00+00:00,2016-07-29 17:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,4007,RS03AXPS,SF03A,2D-PHSENA301,,,2016-08-20 02:00:00+00:00,2016-11-28 11:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,1356,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2016-08-30 15:06:00+00:00,2016-09-04 01:39:00+00:00,"Data values are within plausible ranges, but lower than usual values during this time period make the data suspect.",False,friedrich.knuth@rutgers.edu,suspect,[3777],"['sea_water_temperature', 'sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']","Values are within plausible ranges but lower than usual, making the data suspect (qcFlag suspect)."
.AnnotationRecord,1357,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2016-09-14 08:20:00+00:00,2016-09-14 22:00:00+00:00,"Data values are within plausible ranges, but lower than usual values during this time period make the data suspect.",False,friedrich.knuth@rutgers.edu,suspect,[3777],"['sea_water_temperature', 'sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']","Values are within plausible ranges but lower than usual, making the data suspect (qcFlag suspect)."
.AnnotationRecord,4013,RS03AXPS,SF03A,4F-PCO2WA301,,,2016-11-25 08:43:17+00:00,2016-12-01 06:43:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],"['pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm']",HITL review flagged the pCO2 data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,1360,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2017-01-11 19:46:39+00:00,2017-01-12 17:00:00+00:00,"Data values are within plausible ranges, but lower than usual values during this time period make the data suspect.",False,friedrich.knuth@rutgers.edu,suspect,[3777],"['sea_water_temperature', 'sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']","Values are within plausible ranges but lower than usual, making the data suspect (qcFlag suspect)."
.AnnotationRecord,1358,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2017-01-11 21:41:00+00:00,2017-01-12 10:13:00+00:00,"Data values are within plausible ranges, but lower than usual values during this time period make the data suspect.",False,friedrich.knuth@rutgers.edu,suspect,[3777],"['sea_water_temperature', 'sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']","Values are within plausible ranges but lower than usual, making the data suspect (qcFlag suspect)."
.AnnotationRecord,1359,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2017-01-12 13:00:00+00:00,2017-01-12 17:00:00+00:00,"Data values are within plausible ranges, but lower than usual L0 conductivity values from the CTD throughout the entire water column during this time period make the values suspect.",False,knuth@marine.rutgers.edu,suspect,"[3777, 194, 5, 13, 910]","['sea_water_practical_salinity', 'sea_water_density']",Unusually low L0 conductivity makes salinity and density suspect (qcFlag suspect).
.AnnotationRecord,1340,RS03AXPS,SF03A,2D-PHSENA301,streamed,phsen_data_record,2017-01-12 13:00:00+00:00,2017-01-12 17:00:00+00:00,"Data values are within plausible ranges, but lower than usual L0 conductivity values from the CTD throughout the entire water column during this time period make the values suspect.",False,knuth@marine.rutgers.edu,suspect,[939],['ph_seawater'],Unusually low L0 conductivity from the co-located CTD makes pH suspect (qcFlag suspect).
.AnnotationRecord,1343,RS03AXPS,SF03A,4A-NUTNRA301,streamed,nutnr_a_sample,2017-01-12 13:00:00+00:00,2017-01-12 17:00:00+00:00,"Data values are within plausible ranges, but lower than usual L0 conductivity values from the CTD throughout the entire water column during this time period make the values suspect.",False,knuth@marine.rutgers.edu,suspect,[18],"['salinity_corrected_nitrate', 'nitrate_concentration']",Unusually low L0 conductivity from the co-located CTD makes nitrate suspect (qcFlag suspect).
.AnnotationRecord,1361,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2017-01-13 08:13:12+00:00,2017-01-13 21:32:44+00:00,"Data values are within plausible ranges, but lower than usual values during this time period make the data suspect.",False,friedrich.knuth@rutgers.edu,suspect,[3777],"['sea_water_temperature', 'sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']","Values are within plausible ranges but lower than usual, making the data suspect (qcFlag suspect)."
.AnnotationRecord,4008,RS03AXPS,SF03A,2D-PHSENA301,,,2017-08-05 08:55:22+00:00,2017-08-06 20:08:33+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,4009,RS03AXPS,SF03A,2D-PHSENA301,,,2018-03-20 22:57:04+00:00,2018-03-29 22:28:56+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,4014,RS03AXPS,SF03A,4F-PCO2WA301,,,2019-06-16 15:21:19+00:00,2019-06-23 06:53:03+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],"['pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm']",HITL review flagged the pCO2 data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,4015,RS03AXPS,SF03A,4F-PCO2WA301,,,2020-05-02 20:15:45+00:00,2020-06-01 22:27:34+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],"['pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm']",HITL review flagged the pCO2 data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,4016,RS03AXPS,SF03A,4F-PCO2WA301,,,2020-06-06 22:56:40+00:00,2020-08-04 15:35:29+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],"['pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm']",HITL review flagged the pCO2 data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,4010,RS03AXPS,SF03A,2D-PHSENA301,,,2020-06-14 10:22:55+00:00,2020-08-04 17:46:57+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,2658,RS03AXPS,SF03A,4A-NUTNRA301,streamed,nutnr_a_sample,2021-01-28 21:00:00+00:00,2021-01-29 08:47:00+00:00,Instrument missed a profile during the night and was receiving unusable data until it was rebooted,False,m.vardaro@gmail.com,fail,[],"['salinity_corrected_nitrate', 'nitrate_concentration']",Instrument received unusable data after missing a profile until rebooted (qcFlag fail).
.AnnotationRecord,4017,RS03AXPS,SF03A,4F-PCO2WA301,,,2021-06-23 23:17:52+00:00,2021-08-02 22:42:51+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],"['pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm']",HITL review flagged the pCO2 data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,5376,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2023-12-15 00:15:00+00:00,2024-01-29 23:55:00+00:00,"Oxygen values on the Axial Base Shallow Profiler pod have been steadily increasing to unrealistic levels since the power was restored following the system-wide power outage on 26 Nov 2023. Investigation is ongoing to determine whether the aberration is due to biofouling, sensor failure, or power issues, but oxygen data from this instrument should be considered suspect.",False,m.vardaro@gmail.com,suspect,[8111],['corrected_dissolved_oxygen'],Oxygen values rose to unrealistic levels after a power outage and are flagged suspect pending investigation.
.AnnotationRecord,5409,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2024-01-29 23:55:00+00:00,2024-08-11 15:42:00+00:00,"The unrealistic oxygen values on the Axial Base Shallow Profiler pod eventually maxed out and then suddenly dropped to flatline at negative values. Investigation is ongoing, but it appears that the oxygen sensor has failed, possibly due to a ruptured membrane.",False,wruef@uw.edu,suspect,[8111],['corrected_dissolved_oxygen'],The oxygen sensor appears to have failed (values maxed out then flatlined at negatives); data are suspect.
.AnnotationRecord,5722,RS03AXPS,SF03A,2D-PHSENA301,,,2024-06-26 22:46:02+00:00,2024-08-12 02:34:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,6636,RS03AXPS,SF03A,2A-CTDPFA302,streamed,ctdpf_sbe43_sample,2025-08-08 15:40:00+00:00,,Calibration CTD cast and discrete sample verification data indicate that oxygen values recorded by this sensor are anomalously low for this deployment. Use O2 data with caution.,False,m.vardaro@gmail.com,suspect,[8111],['corrected_dissolved_oxygen'],Calibration cast and discrete samples show anomalously low oxygen values for this deployment (qcFlag suspect).
.AnnotationRecord,6611,RS03AXPS,SF03A,2D-PHSENA301,streamed,,2025-10-20 22:13:00+00:00,2025-10-25 22:00:00+00:00,HITL review and automated quality assessments found unusually noisy data during this time period. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,suspect,[],['ph_seawater'],HITL review found unusually noisy pH data (qcFlag suspect) that should not be used in analysis.
.AnnotationRecord,6842,RS03AXPS,,,,,2026-04-08 00:00:00+00:00,2026-05-12 12:40:00+00:00,"In April 2026 HITL review showed that the shallow profiler platform experienced an unprecedented major blowdown event (~40 m deep) lasting over a month, most likely due to strong eddy currents. Temperature, oxygen, and pH are all well below historical values, and other parameters are also anomalous during this time period.",False,m.vardaro@gmail.com,,[],"['sea_water_temperature', 'sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density', 'ph_seawater', 'pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm', 'salinity_corrected_nitrate', 'nitrate_concentration']","A month-long major blowdown event drove temperature, oxygen, pH and other parameters well below historical values, making platform data anomalous."
