@class,id,subsite,node,sensor,method,stream,beginDT,endDT,annotation,exclusionFlag,source,qcFlag,parameters,parameters_affected,reasoning
.AnnotationRecord,3918,CE04OSPS,SF01B,2B-PHSENA108,,,2016-08-15 01:00:00+00:00,2016-09-01 09:43:04+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3919,CE04OSPS,SF01B,2B-PHSENA108,,,2016-09-04 08:49:55+00:00,2016-10-07 08:49:55+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3905,CE04OSPS,PC01B,4D-PCO2WA105,,,2016-12-22 03:00:00+00:00,2016-12-23 12:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined pCO2 data are inaccurate during this period.
.AnnotationRecord,3906,CE04OSPS,PC01B,4D-PCO2WA105,,,2017-01-09 21:00:00+00:00,2017-02-02 00:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined pCO2 data are inaccurate during this period.
.AnnotationRecord,3907,CE04OSPS,PC01B,4D-PCO2WA105,,,2017-02-15 18:00:00+00:00,2017-02-17 00:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined pCO2 data are inaccurate during this period.
.AnnotationRecord,3920,CE04OSPS,SF01B,2B-PHSENA108,,,2017-03-16 00:00:00+00:00,2017-03-25 18:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3921,CE04OSPS,SF01B,2B-PHSENA108,,,2017-04-03 15:00:00+00:00,2017-05-01 12:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3922,CE04OSPS,SF01B,2B-PHSENA108,,,2017-05-23 08:00:00+00:00,2017-05-29 12:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3923,CE04OSPS,SF01B,2B-PHSENA108,,,2017-07-12 18:00:00+00:00,2017-07-22 14:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3878,CE04OSPS,PC01B,4B-PHSENA106,,,2017-07-28 00:00:00+00:00,2017-08-02 18:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3908,CE04OSPS,PC01B,4D-PCO2WA105,,,2017-07-28 03:00:00+00:00,2017-08-05 18:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined pCO2 data are inaccurate during this period.
.AnnotationRecord,4341,CE04OSPS,PC01B,4A-DOSTAD109,streamed,do_stable_sample,2017-07-29 05:24:00+00:00,2020-08-18 01:24:00+00:00,"Analog output from the optodes is produced by using a digital to analog converter (DAC). DAC configuration was initially only done at power up or reset, but firmware version 4.6.4 began updating configuration each time the analog output value was updated to ensure long-term continuous operation. Unfortunately, this also produced a voltage jump, creating erratic noise in the output data. The firmware has been corrected, but only the onboard-calculated Stern-Volmer values [DO from Onboard Calculation (L1 product; 'ctd_tc_oxygen') and DO from Onboard Calculation - Corrected (L2 product; 'dissolved_oxygen')] should be used during this annotated time range, NOT the 'DO from Phase' data which contain the noisy analog signal.",False,m.vardaro@gmail.com,suspect,"[8107, 8108]",['corrected_dissolved_oxygen'],Optode DAC firmware bug injected noise into the phase-derived DO; corrected_dissolved_oxygen is the phase-derived product (verified ~7x noisier than onboard DO within this window).
.AnnotationRecord,4348,CE04OSPS,PC01B,4A-CTDPFA109,streamed,ctdpf_optode_sample,2017-07-29 05:24:00+00:00,2020-08-18 01:24:00+00:00,"Analog output from the optodes is produced by using a digital to analog converter (DAC). DAC configuration was initially only done at power up or reset, but firmware version 4.6.4 began updating configuration each time the analog output value was updated to ensure long-term continuous operation. Unfortunately, this also produced a voltage jump, creating erratic noise in the output data. The firmware has been corrected, but only the onboard-calculated Stern-Volmer values [DO from Onboard Calculation (L1 product; 'ctd_tc_oxygen') and DO from Onboard Calculation - Corrected (L2 product; 'dissolved_oxygen')] should be used during this annotated time range, NOT the 'DO from Phase' data which contain the noisy analog signal.",False,m.vardaro@gmail.com,suspect,"[8109, 8110]",['corrected_dissolved_oxygen'],Optode DAC firmware bug injected noise into the phase-derived DO; corrected_dissolved_oxygen is the phase-derived product (verified ~7x noisier than onboard DO within this window).
.AnnotationRecord,1064,CE04OSPS,SF01B,2A-CTDPFA107,streamed,ctdpf_sbe43_sample,2017-08-02 00:00:07+00:00,2017-09-16 12:13:40+00:00,Parameter: corrected_dissolved_oxygen. Suspect values due to possible issue with calibration data. Awaiting feedback from Marine Implementing Organization. Redmine 8668,False,knuth@marine.rutgers.edu,suspect,[3777],['corrected_dissolved_oxygen'],Corrected dissolved oxygen flagged suspect due to a possible calibration data issue.
.AnnotationRecord,3932,CE04OSPS,SF01B,4F-PCO2WA102,,,2017-08-02 02:13:20+00:00,2017-09-16 12:15:18+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],"['pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm']",pCO2 data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3879,CE04OSPS,PC01B,4B-PHSENA106,,,2017-08-04 03:00:00+00:00,2017-08-05 15:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3924,CE04OSPS,SF01B,2B-PHSENA108,,,2017-08-06 19:49:01+00:00,2017-09-16 12:15:15+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3880,CE04OSPS,PC01B,4B-PHSENA106,,,2017-09-06 00:00:00+00:00,2017-09-07 21:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,181,CE04OSPS,,,,,2017-09-16 11:30:00+00:00,2017-09-16 12:13:40+00:00,"Data are suspect during this time range, due to the following event: On Saturday, September 16, 2017 at around 12:15 GMT, the CA Shallow Profiler at Endurance (CE04OSPS) went offline due to an overcurrent power event. Initial investigation indicated external aggression on one of the two anchor legs, pulling the platform that is normally fixed at 200m below the surface to 400m, and then rose to 100m before communications were lost. No data products are expected from CE04OSPS until the platform is re-deployed. For more information, please contact help@oceanobservatories.org",False,friedrich.knuth@rutgers.edu,suspect,[],"['sea_water_temperature', 'sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density', 'ph_seawater', 'pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm', 'salinity_corrected_nitrate', 'nitrate_concentration']",Site-level suspect flag: overcurrent/anchor-leg event corrupted platform data while depth changed uncontrollably.
.AnnotationRecord,3909,CE04OSPS,PC01B,4D-PCO2WA105,,,2018-08-22 21:00:00+00:00,2018-09-14 21:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined pCO2 data are inaccurate during this period.
.AnnotationRecord,3881,CE04OSPS,PC01B,4B-PHSENA106,,,2018-09-14 21:00:00+00:00,2018-10-15 15:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3910,CE04OSPS,PC01B,4D-PCO2WA105,,,2018-09-28 06:00:00+00:00,2018-10-19 21:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined pCO2 data are inaccurate during this period.
.AnnotationRecord,3882,CE04OSPS,PC01B,4B-PHSENA106,,,2018-10-18 12:00:00+00:00,2018-10-19 18:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3883,CE04OSPS,PC01B,4B-PHSENA106,,,2018-10-29 03:00:00+00:00,2018-11-06 06:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3884,CE04OSPS,PC01B,4B-PHSENA106,,,2018-11-14 00:00:00+00:00,2019-06-14 18:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3925,CE04OSPS,SF01B,2B-PHSENA108,,,2019-03-18 08:48:48+00:00,2019-03-27 21:52:39+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3926,CE04OSPS,SF01B,2B-PHSENA108,,,2019-05-21 22:15:27+00:00,2019-05-23 23:22:44+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3933,CE04OSPS,SF01B,4F-PCO2WA102,,,2019-06-14 19:32:36+00:00,2019-06-27 08:38:20+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],"['pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm']",pCO2 data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3885,CE04OSPS,PC01B,4B-PHSENA106,,,2019-06-17 18:00:00+00:00,2019-07-23 15:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3911,CE04OSPS,PC01B,4D-PCO2WA105,,,2019-06-21 06:00:00+00:00,2019-06-22 09:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined pCO2 data are inaccurate during this period.
.AnnotationRecord,3927,CE04OSPS,SF01B,2B-PHSENA108,,,2019-07-06 22:22:26+00:00,2019-07-22 08:41:15+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3912,CE04OSPS,PC01B,4D-PCO2WA105,,,2019-07-26 15:00:00+00:00,2019-07-30 15:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined pCO2 data are inaccurate during this period.
.AnnotationRecord,3928,CE04OSPS,SF01B,2B-PHSENA108,,,2019-08-05 08:48:17+00:00,2019-08-19 21:54:14+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3886,CE04OSPS,PC01B,4B-PHSENA106,,,2019-08-17 00:00:00+00:00,2019-08-22 15:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3929,CE04OSPS,SF01B,2B-PHSENA108,,,2019-08-25 09:37:19+00:00,2019-08-29 22:22:24+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3887,CE04OSPS,PC01B,4B-PHSENA106,,,2019-09-01 03:00:00+00:00,2019-09-26 21:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3913,CE04OSPS,PC01B,4D-PCO2WA105,,,2019-09-01 03:00:00+00:00,2019-09-27 00:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined pCO2 data are inaccurate during this period.
.AnnotationRecord,3930,CE04OSPS,SF01B,2B-PHSENA108,,,2019-10-09 08:41:14+00:00,2019-10-16 23:15:05+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3888,CE04OSPS,PC01B,4B-PHSENA106,,,2019-10-16 12:00:00+00:00,2019-10-26 03:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3931,CE04OSPS,SF01B,2B-PHSENA108,,,2019-10-19 21:51:21+00:00,2019-11-11 23:05:07+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,3889,CE04OSPS,PC01B,4B-PHSENA106,,,2019-11-29 21:00:00+00:00,2019-12-07 15:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3890,CE04OSPS,PC01B,4B-PHSENA106,,,2019-12-15 21:00:00+00:00,2019-12-23 18:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3891,CE04OSPS,PC01B,4B-PHSENA106,,,2020-02-22 18:00:00+00:00,2020-02-25 00:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3892,CE04OSPS,PC01B,4B-PHSENA106,,,2020-02-27 03:00:00+00:00,2020-04-29 06:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3914,CE04OSPS,PC01B,4D-PCO2WA105,,,2020-05-09 09:00:00+00:00,2020-06-01 21:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined pCO2 data are inaccurate during this period.
.AnnotationRecord,3893,CE04OSPS,PC01B,4B-PHSENA106,,,2020-05-09 09:00:00+00:00,2020-06-01 21:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3894,CE04OSPS,PC01B,4B-PHSENA106,,,2020-06-17 15:00:00+00:00,2020-07-02 18:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3895,CE04OSPS,PC01B,4B-PHSENA106,,,2020-07-08 12:00:00+00:00,2020-07-30 03:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,3915,CE04OSPS,PC01B,4D-PCO2WA105,,,2021-08-24 23:05:00+00:00,2021-09-02 06:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined pCO2 data are inaccurate during this period.
.AnnotationRecord,3916,CE04OSPS,PC01B,4D-PCO2WA105,,,2021-09-08 06:00:00+00:00,2021-09-12 03:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined pCO2 data are inaccurate during this period.
.AnnotationRecord,3896,CE04OSPS,PC01B,4B-PHSENA106,,,2021-09-10 06:00:00+00:00,2021-09-13 00:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,4835,CE04OSPS,SF01B,2B-PHSENA108,streamed,,2022-03-25 19:57:00+00:00,2022-05-03 02:10:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
.AnnotationRecord,4713,CE04OSPS,PC01B,4B-PHSENA106,,,2022-06-28 16:00:00+00:00,2022-07-02 05:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,4714,CE04OSPS,PC01B,4B-PHSENA106,,,2022-07-16 05:00:00+00:00,2022-07-17 14:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,4706,CE04OSPS,PC01B,4B-PHSENA106,,,2022-08-14 07:00:00+00:00,2022-10-26 11:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,4834,CE04OSPS,SF01B,2B-PHSENA108,streamed,,2022-10-21 09:44:00+00:00,2023-08-15 13:01:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],pH data flagged fail; HITL and automated QC determined values are inaccurate.
