@class,id,subsite,node,sensor,method,stream,beginDT,endDT,annotation,exclusionFlag,source,qcFlag,parameters,parameters_affected,reasoning
.AnnotationRecord,1275,RS01SBPS,SF01A,2A-CTDPFA102,streamed,ctdpf_sbe43_sample,2016-06-15 17:00:00+00:00,2016-06-19 17:00:00+00:00,"Data values are within plausible ranges, but lower than usual L0 conductivity values throughout the entire water column during this time period make the salinity, oxygen, and density products suspect.",False,knuth@marine.rutgers.edu,suspect,"[3777, 194, 5, 13, 910]","['sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']","Lower-than-usual L0 conductivity makes salinity, oxygen, and density products suspect."
.AnnotationRecord,1278,RS01SBPS,SF01A,2A-CTDPFA102,streamed,ctdpf_sbe43_sample,2016-07-27 10:00:00+00:00,2016-07-30 17:00:00+00:00,"Data values are within plausible ranges, but lower than usual L0 conductivity values throughout the entire water column during this time period make the salinity, oxygen, and density products suspect.",False,knuth@marine.rutgers.edu,suspect,"[3777, 194, 5, 13, 910]","['sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']","Lower-than-usual L0 conductivity makes salinity, oxygen, and density products suspect."
.AnnotationRecord,1280,RS01SBPS,SF01A,2A-CTDPFA102,streamed,ctdpf_sbe43_sample,2016-09-19 21:00:00+00:00,2016-09-23 04:00:00+00:00,"Data values are within plausible ranges, but lower than usual values throughout the entire water column during this time period make the values suspect.",False,knuth@marine.rutgers.edu,suspect,[3777],"['sea_water_temperature', 'sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']",Lower-than-usual values throughout the water column make all CTD measurements suspect.
.AnnotationRecord,3966,RS01SBPS,SF01A,2D-PHSENA101,,,2016-09-21 08:36:52+00:00,2016-09-25 08:29:50+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3967,RS01SBPS,SF01A,2D-PHSENA101,,,2016-11-10 22:03:54+00:00,2016-11-15 22:10:54+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3968,RS01SBPS,SF01A,2D-PHSENA101,,,2016-11-18 06:30:00+00:00,2016-11-23 08:49:13+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3969,RS01SBPS,SF01A,2D-PHSENA101,,,2017-11-01 22:03:59+00:00,2017-11-06 08:30:55+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3984,RS01SBPS,SF01A,4F-PCO2WA101,,,2018-06-24 17:05:11+00:00,2018-06-29 22:33:57+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],"['pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm']",HITL review flagged the data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3970,RS01SBPS,SF01A,2D-PHSENA101,,,2018-07-10 19:57:12+00:00,2018-10-03 06:31:51+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3971,RS01SBPS,SF01A,2D-PHSENA101,,,2019-04-18 08:40:39+00:00,2019-04-21 22:58:26+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3972,RS01SBPS,SF01A,2D-PHSENA101,,,2019-05-18 21:59:47+00:00,2019-06-23 06:30:53+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3973,RS01SBPS,SF01A,2D-PHSENA101,,,2019-07-09 08:55:43+00:00,2019-07-13 06:37:15+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3974,RS01SBPS,SF01A,2D-PHSENA101,,,2019-07-23 09:16:29+00:00,2019-08-16 09:55:46+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3975,RS01SBPS,SF01A,2D-PHSENA101,,,2019-08-21 11:16:42+00:00,2019-09-15 22:01:40+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3985,RS01SBPS,SF01A,4F-PCO2WA101,,,2020-08-05 08:36:22+00:00,2020-08-09 08:35:17+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],"['pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm']",HITL review flagged the data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3976,RS01SBPS,SF01A,2D-PHSENA101,,,2020-10-30 10:03:10+00:00,2020-11-04 22:20:29+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,2440,RS01SBPS,SF01A,4A-NUTNRA101,streamed,nutnr_a_sample,2020-12-02 08:00:00+00:00,2020-12-02 18:30:00+00:00,The instrument missed a profile during the night and was receiving unusable data until it was rebooted.,False,m.vardaro@gmail.com,fail,[],"['salinity_corrected_nitrate', 'nitrate_concentration']",Instrument missed a profile and returned unusable data until rebooted (qcFlag fail).
.AnnotationRecord,3977,RS01SBPS,SF01A,2D-PHSENA101,,,2020-12-25 12:48:54+00:00,2021-02-09 22:47:28+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3978,RS01SBPS,SF01A,2D-PHSENA101,,,2021-03-02 22:23:03+00:00,2021-03-06 15:11:06+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3979,RS01SBPS,SF01A,2D-PHSENA101,,,2021-03-17 22:14:10+00:00,2021-03-19 08:53:30+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3980,RS01SBPS,SF01A,2D-PHSENA101,,,2021-04-18 22:05:25+00:00,2021-04-26 12:50:20+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,3986,RS01SBPS,SF01A,4F-PCO2WA101,,,2021-09-02 12:03:07+00:00,2021-09-06 08:45:17+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],"['pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm']",HITL review flagged the data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,4569,RS01SBPS,SF01A,2D-PHSENA101,,,2022-11-05 21:51:00+00:00,2022-11-29 20:38:00+00:00,"Sensor readings became increasingly erratic and intermittent, and the instrument eventually failed, likely due to a ground fault, on 12/6/22.",False,m.vardaro@gmail.com,suspect,[],['ph_seawater'],"Sensor readings became erratic and intermittent before failure, making measurements suspect."
.AnnotationRecord,4570,RS01SBPS,SF01A,2D-PHSENA101,,,2022-12-06 06:35:00+00:00,2022-12-06 15:16:00+00:00,"Following the chiller-related observatory outage and profiler restart, sensor values from this instrument continued to be erratic and intermittent, and the instrument eventually failed, likely due to a ground fault, on 12/6/22.",False,m.vardaro@gmail.com,suspect,[],['ph_seawater'],"Sensor values continued erratic and intermittent before failure, making measurements suspect."
.AnnotationRecord,5451,RS01SBPS,SF01A,2D-PHSENA101,,,2024-02-25 09:11:00+00:00,2024-03-03 10:06:00+00:00,HITL review and automated quality assessments found unusually noisy data during this time period (starting on 25 Feb). Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,suspect,[],['ph_seawater'],HITL review found unusually noisy pH data (qcFlag suspect) and advises against use in analysis.
.AnnotationRecord,5490,RS01SBPS,SF01A,2D-PHSENA101,,,2024-03-30 23:14:22+00:00,2024-05-29 13:33:45+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review flagged the pH data as inaccurate (qcFlag fail) and advises against use in analysis.
.AnnotationRecord,5570,RS01SBPS,SF01A,2A-CTDPFA102,streamed,ctdpf_sbe43_sample,2024-04-22 23:00:55+00:00,2024-04-23 09:28:51+00:00,HITL review and automated quality assessments determined that the oxygen data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[8111],['corrected_dissolved_oxygen'],HITL review flagged the oxygen data as inaccurate (qcFlag fail) during this period.
.AnnotationRecord,6176,RS01SBPS,SF01A,2D-PHSENA101,streamed,,2024-11-13 22:29:58+00:00,2025-08-05 14:30:00+00:00,"Following missing data alerts, the instrument was power cycled and relaunched. Instrument has a large ground fault (339,-50) and current is high (75 mA) when serial port is connected. While it is responsive and outputting data, the data are not valid. Instrument has been powered down, marked as failed and alarms silenced.",False,m.vardaro@gmail.com,not_operational,[],['ph_seawater'],"Despite not_operational status, the instrument was outputting data the operator explicitly states are not valid due to a large ground fault."
.AnnotationRecord,6543,RS01SBPS,SF01A,2D-PHSENA101,streamed,,2025-09-15 08:32:29+00:00,,HITL review and automated quality assessments found unusually noisy data during this time period. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,suspect,[],['ph_seawater'],HITL review found unusually noisy pH data (qcFlag suspect) and advises against use in analysis.
.AnnotationRecord,6610,RS01SBPS,SF01A,2A-CTDPFA102,streamed,ctdpf_sbe43_sample,2025-10-23 08:14:55+00:00,2025-11-05 03:27:46+00:00,"HITL review showed a sudden and persistent drop in conductivity values that could be due to a clogged conductivity cell. Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution during this time period.",False,m.vardaro@gmail.com,suspect,"[194, 5, 13, 910]","['sea_water_practical_salinity', 'sea_water_density']","A sudden, persistent conductivity drop suggests a clogged conductivity cell, making salinity and density suspect."
