@class,id,subsite,node,sensor,method,stream,beginDT,endDT,annotation,exclusionFlag,source,qcFlag,parameters,parameters_affected,reasoning
.AnnotationRecord,3829,CE02SHBP,LJ01D,09-PCO2WB103,,,2020-05-09 09:00:00+00:00,2020-06-01 21:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined data are inaccurate during this period.
.AnnotationRecord,3830,CE02SHBP,LJ01D,09-PCO2WB103,,,2021-09-08 06:00:00+00:00,2021-09-12 03:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],HITL review and automated QC determined data are inaccurate during this period.
.AnnotationRecord,5803,CE02SHBP,LJ01D,09-PCO2WB103,streamed,,2022-08-03 00:00:00+00:00,2022-08-18 23:52:00+00:00,"pCO2 levels increased beyond valid sensor ranges then dropped suddenly, potentially due to pump clogging. Data are within this time range should not be used.",False,m.vardaro@gmail.com,fail,[],['pco2_seawater'],"pCO2 exceeded valid range then dropped, likely pump clogging; do not use."
.AnnotationRecord,4607,CE02SHBP,LJ01D,06-CTDBPN106,,,2023-01-02 16:52:08+00:00,2023-01-11 20:28:00+00:00,The optode calibrated phase output delivered through the CTD analog voltage port is suspect. The oxygen data from onboard calculation (which arrive through a digital channel) are still good. Investigation of the issue revealed a serious ground fault on the CTD.,False,m.vardaro@gmail.com,suspect,[],['corrected_dissolved_oxygen'],Phase-derived (analog) DO suspect due to CTD ground fault; onboard good but phase product masked here.
.AnnotationRecord,5793,CE02SHBP,LJ01D,09-PCO2WB103,streamed,,2023-08-22 14:50:00+00:00,2024-08-15 20:13:00+00:00,Instrument was deployed without a pump due to vendor shipping delays and significant amounts of sediment were found inside the instrument upon recovery. Data should be considered suspect and used with caution.,False,m.vardaro@gmail.com,suspect,[],['pco2_seawater'],Deployed without pump; sediment found on recovery; suspect.
.AnnotationRecord,4889,CE02SHBP,LJ01D,06-CTDBPN106,streamed,ctdbp_no_sample,2023-09-19 12:45:40+00:00,2024-08-15 20:13:00+00:00,"We observed an unusual and sudden drop in conductivity values. Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution. Instrument has now been recovered for refurb and testing.",False,m.vardaro@gmail.com,suspect,"[3648, 194, 5, 13, 14]","['sea_water_practical_salinity', 'sea_water_density', 'corrected_dissolved_oxygen']","Conductivity drop/clog makes conductivity-derived salinity, density, and DO suspect."
.AnnotationRecord,5878,CE02SHBP,LJ01D,06-CTDBPN106,streamed,ctdbp_no_sample,2024-10-06 19:28:03+00:00,2024-11-20 10:45:00+00:00,"HITL review and automated quality assessments found an unusual and persistent drop in conductivity values that cleared slowly. Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution during this period.",False,m.vardaro@gmail.com,suspect,"[3648, 194, 5, 13, 14]","['sea_water_practical_salinity', 'sea_water_density', 'corrected_dissolved_oxygen']","Conductivity drop/clog makes conductivity-derived salinity, density, and DO suspect."
.AnnotationRecord,6174,CE02SHBP,LJ01D,06-CTDBPN106,streamed,ctdbp_no_sample,2024-12-03 17:30:38+00:00,2025-04-14 05:26:00+00:00,"HITL review and automated quality assessments found unusually noisy conductivity and salinity data during this time period (starting on 3 Dec). Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution.",False,m.vardaro@gmail.com,suspect,"[3648, 194, 5, 13, 14]","['sea_water_practical_salinity', 'sea_water_density', 'corrected_dissolved_oxygen']","Conductivity drop/clog makes conductivity-derived salinity, density, and DO suspect."
.AnnotationRecord,6390,CE02SHBP,LJ01D,09-PCO2WB103,streamed,,2025-06-05 05:11:00+00:00,2025-08-15 00:20:00+00:00,HITL review and automated quality assessments found unusually noisy data during this time period. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,suspect,[],['pco2_seawater'],HITL review found unusually noisy data during this period.
.AnnotationRecord,6793,CE02SHBP,LJ01D,10-PHSENH110,streamed,phsen_h_format0,2025-09-30 18:59:00+00:00,2025-10-08 22:45:00+00:00,"HITL review and automated quality assessments found unusually high, sustained readings in the Oxygen Phase Delay parameter, leading to anomalously low, suspect Dissolved Oxygen data. Other parameters may also be affected. Investigation ongoing; use data from this instrument with caution.",False,m.vardaro@gmail.com,suspect,[],['ph_total'],Anomalous oxygen phase delay; other parameters incl. pH may be affected.
.AnnotationRecord,6794,CE02SHBP,LJ01D,10-PHSENH110,streamed,phsen_h_format0,2025-11-04 17:29:00+00:00,,"HITL review and automated quality assessments found unusually high, sustained readings in the Oxygen Phase Delay parameter, leading to anomalously low, suspect Dissolved Oxygen data. Other parameters may also be affected. Investigation ongoing; use data from this instrument with caution.",False,m.vardaro@gmail.com,suspect,[],['ph_total'],Anomalous oxygen phase delay; other parameters incl. pH may be affected.
